"title","pCategoryName","pCategoryID","sCategoryName","sCategoryID","itemId","price"
"MOTOROLA NEXUS 6, (UNLOCKED), CLEAN ESN, WORKS, PLEASE READ! 44192","Cell Phones & Smartphones","9355","","","185088339263","57.55"
"LG NEXUS 5 (UNLOCKED) CLEAN ESN, WORKS, PLEASE READ! 48320","Cell Phones & Smartphones","9355","","","185395170259","31.99"
"Asus Google Nexus 7 (1st Generation) 16GB Wi-Fi 7in Black Tested Working","Tablets & eBook Readers","171485","","","284806205784","19.95"
"HTC Nexus 9 8.9" OP82300 16gb Black (W-Fi) Tablet-Damaged qD0027","Tablets & eBook Readers","171485","","","304438591923","12.67"
"Lot of 3 Working Cracked Samsung Smartphones - Galaxy Nexus / J1 / Avant","Cell Phones & Smartphones","9355","","","234545249547","34.99"
"NEW Nexus 6 XT1103 32GB 4GLTE Unlocked Global GSM phone 6" AMOLED QuadCore white","Cell Phones & Smartphones","9355","","","321961134872","569.99"
"Lg Nexus 5 (T-Mobile) Smart/Mobile Phones 16 GB Flash Android OS Black","Cell Phones & Smartphones","9355","","","154894247869","69.99"
"MOTOROLA NEXUS 6, 32GB (UNLOCKED) WORKS, PLEASE READ! 46548","Cell Phones & Smartphones","9355","","","185285493157","48.42"
"LG Nexus 5X 32GB LGH790 NEW","Cell Phones & Smartphones","9355","","","154557749505","459.98"
"MOTOROLA NEXUS 6, 32GB (UNKNOWN CARRIER) CLEAN ESN, WORKS, PLEASE READ! 48694","Cell Phones & Smartphones","9355","","","175262374578","62.99"
"Nexus 5 D820 - 16GB - Black (Sprint) Smartphone (used)","Cell Phones & Smartphones","9355","","","284706678532","34.99"
"New Sealed Box Original LG Nexus 5X H790 2GB RAM 5.2" 12MP Unlocked Smartphone","Cell Phones & Smartphones","9355","","","175232584042","77.07"
"5X Nethunter external wifi configuration service only! (no phone)","Cell Phones & Smartphones","9355","","","233578077145","50.0"
"Original Unlocked LG Google Nexus 5 4G D820 D821 Original Unlocked Wifi NFC","Cell Phones & Smartphones","9355","","","303965103425","56.99"
"[BROKEN} Samsung Galaxy Nexus SGH-I515 Verizon Cell Phone Black Very Good Used","Cell Phones & Smartphones","9355","","","154370405905","14.88"
"LG Nexus 4 | E960 | 16GB 2GB RAM | White | 4.7" Smartphone | GSM Unlocked | Used","Cell Phones & Smartphones","9355","","","184628547763","89.99"
"New in Sealed Box LG Nexus 5X 16/64GB H790 5.2" Unlocked Smartphone VERIZON","Cell Phones & Smartphones","9355","","","363780335039","92.99"
"HTC Nexus 9 16GB WiFi 0P82100 Android Tablet Black BROKEN AS-IS Y019","Tablets & eBook Readers","171485","","","403612106826","13.09"
"MR. ROBOT NEXUS 5X H790 32GB UNLOCKED BLACK Kali Nethunter","Cell Phones & Smartphones","9355","","","384875295196","250.0"
"LG Nexus 4 16GB Wireless Android Smartphone Black UNLOCKED/FACTORY RESET","Cell Phones & Smartphones","9355","","","133896844010","19.99"
"LG NEXUS 5 (UNLOCKED) CLEAN ESN, WORKS, PLEASE READ! 48388","Cell Phones & Smartphones","9355","","","175253239103","31.99"
"Huawei Nexus 6P H1511 128GB GSM Unlocked White Android 4G Smartphone Fair","Cell Phones & Smartphones","9355","","","175045763492","135.0"
"Motorola Nexus 6 XT1103 - 32GB - Midnight Blue (Unlocked) New","Cell Phones & Smartphones","9355","","","144011212142","239.4"
"Nexus 4 E960 - 16GB - Black (T-Mobile) Smartphone","Cell Phones & Smartphones","9355","","","154581963723","120.0"
"LG NEXUS 5, 32GB (UNLOCKED) CLEAN ESN, WORKS, PLEASE READ! 45863","Cell Phones & Smartphones","9355","","","185256808978","38.6"
